OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
182,007604,11001007604,1400000US11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",127,4380,95.9,8.1,13.7,29,16.9,0.5,12.2,6.5,35.7,0.45225163,0.50164339,0.49835661,28.286469,33.87906064,0.35641971,0.40433567,HSEIPly_127,NA,{1A20EF04-F64D-45D8-A421-9431F1C254AC},NA,NA,NA,NA,0,0,11001007604,B19013_001,72946,4468,"list(c(-76.971334, -76.970531, -76.969821, -76.967771, -76.964772, -76.960383, -76.95611, -76.953001, -76.951324, -76.955822, -76.956674, -76.957405, -76.959, -76.96221, -76.964771, -76.96712, -76.968195, -76.968213, -76.968769, -76.969266, -76.970783, -76.970817, -76.970213, -76.970221, -76.970692, -76.97094, -76.970966, -76.971334, 38.873909, 38.873522, 38.87313, 38.872308, 38.871087, 38.869291, 38.867544, 38.866279, 38.865594, 38.863836, 38.86259, 38.862269, 38.861923, 38.861647, 38.860719, 38.859819, 
38.858906, 38.860252, 38.860664, 38.861748, 38.864241, 38.86472, 38.866276, 38.867212, 38.868247, 38.868762, 38.873304, 38.873909))"
183,007401,11001007401,1400000US11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",115,1525,96.5,10.4,21.8,75,19.4,4.4,17.2,7.1,43.5,0.65962014,0.19262551,0.80737449,29.28758129,34.47893506,0.51118407,0.58540211,HSEIPly_115,NA,{FDAADDC2-31EC-4A18-8A42-854F54A6D4F1},NA,NA,NA,NA,0,0,11001007401,B19013_001,14859,7451,"list(c(-77.003415, -77.000711, -76.999542, -76.99246, -76.990102, -76.988596, -76.988353, -76.988595, -76.989073, -76.989483, -76.99012, -76.991622, -76.992587, -76.992717, -76.992327, -76.991431, -76.991016, -76.991221, -76.993159, -76.993827, -76.994327, -76.993649, -76.9936, -76.99355, -76.991987, -76.992289, -76.998769, -77.002983, -77.003004, -77.003446, -77.002078, -77.001731, -77.00176, -77.001839, -77.002305, -77.002416, -77.002372, -77.002269, -77.005457, -77.003415, 38.870878, 38.870603, 
38.870485, 38.870129, 38.871349, 38.869468, 38.869138, 38.869013, 38.868696, 38.868361, 38.867844, 38.865936, 38.86496, 38.864864, 38.86455, 38.863955, 38.863429, 38.863318, 38.862268, 38.861455, 38.860654, 38.859443, 38.85848, 38.85547, 38.853752, 38.853452, 38.857514, 38.860117, 38.860535, 38.860689, 38.862754, 38.864828, 38.865376, 38.865611, 38.86646, 38.866852, 38.867186, 38.867389, 38.868707, 38.870878))"
184,007301,11001007301,1400000US11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",113,5031,45.9,19.5,1.9,26,10.5,0,9.7,1.4,21.9,0.26284072000000003,0.06397302,0.93602698,21.72435792,33.92625326,0.45195898,0.35739985,HSEIPly_113,NA,{53B56A60-F2F7-487B-BD81-345127069374},NA,NA,NA,NA,0,0,11001007301,B19013_001,104744,18135,"list(c(-77.044999, -77.044487611898, -77.044199, -77.041699, -77.038549, -77.034541, -77.033372501691, -77.031698, -77.0318317383801, -77.020162, -77.015377, -77.009124, -77.00819, -77.005457, -77.002269, -77.002372, -77.002416, -77.002305, -77.001839, -77.00176, -77.001731, -77.002078, -77.003446, -77.003004, -77.004955, -77.006379, -77.007981, -77.00836, -77.009064, -77.009155, -77.014976, -77.016485, -77.016807, -77.017307, -77.01737, -77.017484, -77.027477, -77.0387883445095, -77.039098, -77.0388839758188, 
-77.038098, -77.0385601109273, -77.039199, -77.041199, -77.042599, -77.043499, -77.044899, -77.044999, 38.838512, 38.8395986997167, 38.840212, 38.840212, 38.839262, 38.840473, 38.8445991183691, 38.850512, 38.8508965123416, 38.85733, 38.860038, 38.863596, 38.864481, 38.868707, 38.867389, 38.867186, 38.866852, 38.86646, 38.865611, 38.865376, 38.864828, 38.862754, 38.860689, 38.860535, 38.855179, 38.852671, 38.850071, 38.845038, 38.839873, 38.839563, 38.831614, 38.830174, 38.829786, 38.828344, 38.823592, 
38.821664, 38.819979, 38.8196169981551, 38.821413, 38.8229537600804, 38.828612, 38.8301229894081, 38.832212, 38.833712, 38.833812, 38.833212, 38.834712, 38.838512))"
185,007503,11001007503,1400000US11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",123,2716,91.8,12.8,8.1,50,13.8,0,14.6,7,40.2,0.52251925,0.24811126,0.75188874000000006,51.36703804,34.65585309,0.5934166,0.55796792,HSEIPly_123,NA,{1F4F526D-029C-4822-9831-654A330D6FF2},NA,NA,NA,NA,0,0,11001007503,B19013_001,35000,7544,"list(c(-76.992587, -76.991622, -76.99012, -76.989483, -76.988708, -76.984361, -76.983186, -76.982171, -76.982679, -76.982963, -76.983666, -76.988033, -76.988273, -76.990452, -76.991221, -76.991016, -76.991431, -76.992327, -76.992717, -76.992587, 38.86496, 38.865936, 38.867844, 38.868361, 38.867515, 38.866634, 38.86642, 38.865326, 38.863615, 38.861313, 38.86053, 38.860199, 38.860362, 38.86255, 38.863318, 38.863429, 38.863955, 38.86455, 38.864864, 38.86496))"
186,007605,11001007605,1400000US11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",128,4170,96,6.1,23.4,44,29.2,2.2,13.7,7,39.6,0.56940191,0.38729692,0.61270308,39.986231600000004,34.10484683,0.45272477,0.51106334,HSEIPly_128,NA,{4CB7B7B6-8CA7-4757-90EC-3C7F197D8DE5},NA,NA,NA,NA,0,0,11001007605,B19013_001,39896,10909,"list(c(-76.984361, -76.982226, -76.981247, -76.979007, -76.974963, -76.970692, -76.970221, -76.970213, -76.970817, -76.970783, -76.969266, -76.968769, -76.969373, -76.970234, -76.97282, -76.97335, -76.973963, -76.975527, -76.977244, -76.979014, -76.983186, -76.984361, 38.866634, 38.867737, 38.86823, 38.868232, 38.868243, 38.868247, 38.867212, 38.866276, 38.86472, 38.864241, 38.861748, 38.860664, 38.861223, 38.861924, 38.86308, 38.863287, 38.863531, 38.864229, 38.865055, 38.865665, 38.86642, 38.866634
))"
187,007504,11001007504,1400000US11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",124,2741,99.4,12.3,8.5,63,18.4,1.7,15.2,7.5,42.5,0.58668834,0.57156439,0.42843561,20.40066919,33.53966546,0.27083145,0.42875989,HSEIPly_124,NA,{E2EC682B-11E4-40EC-AF56-A618DBAD6F38},NA,NA,NA,NA,0,0,11001007504,B19013_001,16844,9981,"list(c(-76.988033, -76.983666, -76.982963, -76.982679, -76.982171, -76.983186, -76.979014, -76.977244, -76.975527, -76.973963, -76.97335, -76.975736, -76.973627, -76.975212, -76.975447, -76.977232, -76.983106, -76.984587, -76.987892, -76.988033, 38.860199, 38.86053, 38.861313, 38.863615, 38.865326, 38.86642, 38.865665, 38.865055, 38.864229, 38.863531, 38.863287, 38.860817, 38.85944, 38.856528, 38.856314, 38.857292, 38.85692, 38.857861, 38.860107, 38.860199))"
188,007603,11001007603,1400000US11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",126,4099,97.6,13,18.9,37,11,0,12.9,6.8,35.9,0.49839783,0.45156035,0.54843965,34.21927032,33.97863084,0.40143486,0.44991634,HSEIPly_126,NA,{3B5369B2-CC06-45E4-8C83-81506DE6DAE4},NA,NA,NA,NA,0,0,11001007603,B19013_001,60833,13240,"list(c(-76.968195, -76.96712, -76.964771, -76.96221, -76.959, -76.957405, -76.956674, -76.955822, -76.951324, -76.9467461839551, -76.949696, -76.9498152068596, -76.9498609664429, -76.953696, -76.9581401027746, -76.9581489643888, -76.9619414862434, -76.962979, -76.965708, -76.967356, -76.96802, -76.968195, 38.858906, 38.859819, 38.860719, 38.861647, 38.861923, 38.862269, 38.86259, 38.863836, 38.865594, 38.8636217776562, 38.861312, 38.8612285551983, 38.8611965234899, 38.858512, 38.8549465208545, 38.8549394112303, 
38.8518966918631, 38.852134, 38.854841, 38.857068, 38.85819, 38.858906))"
189,007407,11001007407,1400000US11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",119,3359,97.7,6.5,7.6,54,16.6,0,13.8,5.9,38.6,0.48027974,0.40248167,0.59751833,35.46733035,34.24819742,0.4506804,0.46548007,HSEIPly_119,NA,{6BE55864-F3CA-4736-96EF-E52DDF2D1BAA},NA,NA,NA,NA,0,0,11001007407,B19013_001,34714,9498,"list(c(-76.993827, -76.993159, -76.991221, -76.990452, -76.988273, -76.988033, -76.987892, -76.984587, -76.983106, -76.977232, -76.975447, -76.974638, -76.975898, -76.977251, -76.979845, -76.983338, -76.986075, -76.986995, -76.987666, -76.988341, -76.988636, -76.993275, -76.9936, -76.993649, -76.994327, -76.993827, 38.861455, 38.862268, 38.863318, 38.86255, 38.860362, 38.860199, 38.860107, 38.857861, 38.85692, 38.857292, 38.856314, 38.854998, 38.853628, 38.854069, 38.854294, 38.853366, 38.854627, 
38.85619, 38.857981, 38.858309, 38.858429, 38.858415, 38.85848, 38.859443, 38.860654, 38.861455))"
190,007502,11001007502,1400000US11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",122,5615,99.2,9.1,13.1,60,22.8,0,14.7,8.1,41,0.57964508,0.37788619,0.62211381,45.42071012,34.26090983,0.49240815,0.53602662,HSEIPly_122,NA,{778381B0-65AC-43DB-9B10-C7BAE0860E48},NA,NA,NA,NA,0,0,11001007502,B19013_001,28743,2922,"list(c(-76.975736, -76.97335, -76.97282, -76.970234, -76.969373, -76.968769, -76.968213, -76.968195, -76.96802, -76.967356, -76.965708, -76.962979, -76.9619414862434, -76.9634722062731, -76.965688, -76.966255, -76.970048, -76.969977, -76.969972, -76.971751, -76.973416, -76.975212, -76.973627, -76.975736, 38.860817, 38.863287, 38.86308, 38.861924, 38.861223, 38.860664, 38.860252, 38.858906, 38.85819, 38.857068, 38.854841, 38.852134, 38.8518966918631, 38.8506686036257, 38.852406, 38.85047, 38.852724, 
38.855119, 38.855822, 38.856906, 38.855345, 38.856528, 38.85944, 38.860817))"
191,010400,11001010400,1400000US11001010400,"Census Tract 104, District of Columbia, District of Columbia",195,4995,90.9,5.3,9.6,46,13.2,1.3,13.6,7.5,41,0.47630229,0.34901716,0.65098284,29.22032053,34.47253682,0.47008991,0.4731961,HSEIPly_195,NA,{04D82796-1EDF-4413-8D64-86BD7EA24526},NA,NA,NA,NA,0,0,11001010400,B19013_001,80474,40096,"list(c(-77.009155, -77.009064, -77.00836, -77.007981, -77.006379, -77.004955, -77.003004, -77.002983, -76.998769, -76.992289, -76.986473, -76.985047, -76.989093, -76.991658, -76.992176, -76.994226, -76.997453, -76.99845, -77.002349, -77.004213, -77.006026, -77.007744, -77.009082, -77.009155, 38.839563, 38.839873, 38.845038, 38.850071, 38.852671, 38.855179, 38.860535, 38.860117, 38.857514, 38.853452, 38.849853, 38.848964, 38.844592, 38.844127, 38.844039, 38.843688, 38.843167, 38.843109, 38.842493, 
38.840407, 38.838018, 38.835687, 38.83877, 38.839563))"
192,007406,11001007406,1400000US11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",118,4201,99.9,16.2,1.6,70,7.6,2.1,16,5.3,41.6,0.5504032,0.3844848,0.6155152,41.11603116,34.56692084,0.51285293,0.53162807,HSEIPly_118,NA,{A78B562E-938C-4F1F-A922-081C8BA9C30C},NA,NA,NA,NA,0,0,11001007406,B19013_001,23125,14980,"list(c(-76.9936, -76.993275, -76.988636, -76.988341, -76.987666, -76.986995, -76.986075, -76.983338, -76.986937, -76.991987, -76.99355, -76.9936, 38.85848, 38.858415, 38.858429, 38.858309, 38.857981, 38.85619, 38.854627, 38.853366, 38.852768, 38.853752, 38.85547, 38.85848))"
193,007408,11001007408,1400000US11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",120,3128,97.5,12.6,6.3,77,10.5,3.3,15.4,6.8,43.3,0.5745724,0.48631865,0.51368135,39.58758218,33.87115763,0.39788114,0.48622677,HSEIPly_120,NA,{FFC2A3D4-F6B4-451D-B92D-B3AEEC5DD8AB},NA,NA,NA,NA,0,0,11001007408,B19013_001,24583,11175,"list(c(-76.974638, -76.975447, -76.975212, -76.973416, -76.971751, -76.969972, -76.969977, -76.970048, -76.966255, -76.965688, -76.9634722062731, -76.9654382741178, -76.968793, -76.97276, -76.974335, -76.975898, -76.974638, 38.854998, 38.856314, 38.856528, 38.855345, 38.856906, 38.855822, 38.855119, 38.852724, 38.85047, 38.852406, 38.8506686036257, 38.8490912382373, 38.849267, 38.851201, 38.852631, 38.853628, 38.854998))"
194,007404,11001007404,1400000US11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",117,4134,96.3,8.7,7.3,31,12.5,0,13.2,3.5,34.3,0.40417954,0.32223768,0.67776233,33.92132603,34.23628179,0.46455619,0.43436786,HSEIPly_117,NA,{ED998EA5-AA60-4514-A2AA-3AF1C1297623},NA,NA,NA,NA,0,0,11001007404,B19013_001,64607,19461,"list(c(-76.991987, -76.986937, -76.983338, -76.979845, -76.977251, -76.975898, -76.974335, -76.97276, -76.974206, -76.9761, -76.980308, -76.981332, -76.982801, -76.983433, -76.988511, -76.989093, -76.985047, -76.986473, -76.992289, -76.991987, 38.853752, 38.852768, 38.853366, 38.854294, 38.854069, 38.853628, 38.852631, 38.851201, 38.850977, 38.850356, 38.846903, 38.8466, 38.846178, 38.846, 38.844705, 38.844592, 38.848964, 38.849853, 38.853452, 38.853752))"
195,007403,11001007403,1400000US11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",116,2709,100,1.4,3.5,60,18.1,2.1,14.4,5,38.6,0.45971553,0.37018216,0.62981784,35.5813492,34.07939551,0.43905281,0.44938417,HSEIPly_116,NA,{EE4AFD84-A68C-4400-A9EF-F9F70C6360F8},NA,NA,NA,NA,0,0,11001007403,B19013_001,24860,10542,"list(c(-76.981332, -76.980308, -76.9761, -76.974206, -76.97276, -76.968793, -76.9654382741178, -76.9665705107146, -76.967784, -76.970885, -76.974313, -76.977053, -76.980658, -76.981332, 38.8466, 38.846903, 38.850356, 38.850977, 38.851201, 38.849267, 38.8490912382373, 38.8481828510603, 38.848379, 38.848018, 38.846822, 38.846473, 38.845405, 38.8466))"
196,007409,11001007409,1400000US11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",121,4377,99.8,14.7,7.5,69,14.4,0.7,15.1,5.6,39.2,0.55678344,0.36315138,0.63684862,39.6418662,34.04785416,0.45088976,0.5038366,HSEIPly_121,NA,{4EC5B53C-A3F5-4A61-8274-DDF177F07CE1},NA,NA,NA,NA,0,0,11001007409,B19013_001,30455,12043,"list(c(-76.980658, -76.977053, -76.974313, -76.970885, -76.967784, -76.9665705107146, -76.9708093936019, -76.9708517314095, -76.9723265158783, -76.972937771182, -76.977896, -76.978907, -76.980658, 38.845405, 38.846473, 38.846822, 38.848018, 38.848379, 38.8481828510603, 38.8447820186985, 38.844748051309, 38.8435648398636, 38.8430744331047, 38.841786, 38.842191, 38.845405))"
197,007304,11001007304,1400000US11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",114,4323,95.7,8.2,9.8,52,16,1.6,14.9,7.6,40,0.52872451,0.49749421,0.50250579,28.43210446,34.0140319,0.3742084,0.45146645,HSEIPly_114,NA,{D8DB0707-D2C5-4C1F-BE43-52083BAADBF3},NA,NA,NA,NA,0,0,11001007304,B19013_001,34414,2920,"list(c(-76.994226, -76.992176, -76.991658, -76.989093, -76.988511, -76.983433, -76.982801, -76.981332, -76.980658, -76.978907, -76.977896, -76.972937771182, -76.979497, -76.9798166414139, -76.9824909808814, -76.9849693143039, -76.987184, -76.98777, -76.988728, -76.992007, -76.993505, -76.993563, -76.993616, -76.994226, 38.843688, 38.844039, 38.844127, 38.844592, 38.844705, 38.846, 38.846178, 38.8466, 38.845405, 38.842191, 38.841786, 38.8430744331047, 38.837812, 38.8375795577324, 38.8356347861757, 
38.8338325496209, 38.83634, 38.837013, 38.838585, 38.83798, 38.837482, 38.838805, 38.840245, 38.843688))"
198,009804,11001009804,1400000US11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",180,2661,98.7,9.4,7.8,51,12.1,0.6,14.1,6.3,39.1,0.49143803,0.29476821,0.70523179,42.38534076,34.65554872,0.55083345,0.52113574,HSEIPly_180,NA,{F46F5135-E569-4DEA-86B6-88FDF8C78AF4},NA,NA,NA,NA,0,0,11001009804,B19013_001,43017,2548,"list(c(-77.004213, -77.002349, -76.99845, -76.997453, -76.994226, -76.993616, -76.993563, -76.993505, -76.995913, -77.000571, -77.000588, -77.000759, -77.000572, -77.002666, -77.004213, 38.840407, 38.842493, 38.843109, 38.843167, 38.843688, 38.840245, 38.838805, 38.837482, 38.837022, 38.833969, 38.835129, 38.836291, 38.841879, 38.840678, 38.840407))"
199,009803,11001009803,1400000US11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",179,3153,98.5,3.8,10.6,47,23.4,0,13.8,6.2,39.6,0.49470935,0.22904304,0.77095696,45.14459793,34.40277066,0.54668584,0.52069759,HSEIPly_179,NA,{8C091F7D-6B7B-4421-B63E-4CEFAD571679},NA,NA,NA,NA,0,0,11001009803,B19013_001,29000,24869,"list(c(-77.007744, -77.006026, -77.004213, -77.002666, -77.000572, -77.000759, -77.000588, -77.000571, -77.001738, -77.003858, -77.005885, -77.007677, -77.0084, -77.007744, 38.835687, 38.838018, 38.840407, 38.840678, 38.841879, 38.836291, 38.835129, 38.833969, 38.833724, 38.830987, 38.831206, 38.831398, 38.83326, 38.835687))"
200,009807,11001009807,1400000US11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",181,3514,96.9,7.9,20,31,27.9,0.8,12.6,6.3,37.4,0.51927986,0.39545627,0.60454373,27.70173362,33.79140662,0.37111332,0.44519659,HSEIPly_181,NA,{4E91F432-C84A-4D94-ACF1-40C8443824DD},NA,NA,NA,NA,0,0,11001009807,B19013_001,55000,33218,"list(c(-77.017307, -77.016807, -77.016485, -77.014976, -77.009155, -77.009082, -77.007744, -77.0084, -77.007677, -77.007675, -77.007642, -77.007336, -77.006002, -77.008086, -77.011886, -77.011557, -77.012071, -77.012699, -77.01737, -77.017307, 38.828344, 38.829786, 38.830174, 38.831614, 38.839563, 38.83877, 38.835687, 38.83326, 38.831398, 38.829199, 38.826978, 38.826063, 38.824091, 38.823631, 38.823582, 38.82282, 38.821873, 38.823032, 38.823592, 38.828344))"
201,009700,11001009700,1400000US11001009700,"Census Tract 97, District of Columbia, District of Columbia",176,3279,98,6.3,15.8,52,17.2,0,14.5,7.2,40.7,0.53104253,0.26204987,0.73795013,42.95565897,34.47089421,0.53896092,0.53500173,HSEIPly_176,NA,{BB49C6A8-682A-4D49-AFDC-4CD100E0E808},NA,NA,NA,NA,0,0,11001009700,B19013_001,NA,NA,"list(c(-76.99275, -76.99091, -76.989484, -76.990808, -76.992205, -76.993505, -76.992007, -76.988728, -76.98777, -76.987184, -76.9849693143039, -76.9873306495444, -76.9890405411314, -76.9913437397798, -76.994889, -76.99275, 38.830909, 38.832349, 38.833462, 38.834332, 38.835311, 38.837482, 38.83798, 38.838585, 38.837013, 38.83634, 38.8338325496209, 38.8321153937896, 38.830871965809, 38.8291970867314, 38.829204, 38.830909))"
202,009801,11001009801,1400000US11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",177,2056,98.7,6.9,25.6,73,35,0.7,14.7,7.7,40.2,0.65094658,0.27886173,0.72113827,31.61916699,34.44937562,0.49346009,0.57220333,HSEIPly_177,NA,{13F8D3B4-1B3D-4435-8AE1-CCE499FCC441},NA,NA,NA,NA,0,0,11001009801,B19013_001,13510,6580,"list(c(-77.003858, -77.001738, -77.000571, -76.995913, -76.993505, -76.992205, -76.990808, -76.989484, -76.99091, -76.991367, -76.993463, -76.99912, -77.000571, -77.00203, -77.003858, 38.830987, 38.833724, 38.833969, 38.837022, 38.837482, 38.835311, 38.834332, 38.833462, 38.832349, 38.832706, 38.831987, 38.831989, 38.83096, 38.830958, 38.830987))"
203,009802,11001009802,1400000US11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",178,2080,99.2,10.8,26,51,26.5,1,15.7,7.1,43,0.64146299,0.13265271,0.86734729,40.86550414,34.89224172,0.61568143,0.62857221,HSEIPly_178,NA,{D90A26FD-2F3C-42D0-99C5-CCDBBE2CF3EA},NA,NA,NA,NA,0,0,11001009802,B19013_001,54432,50966,"list(c(-77.000571, -76.99912, -76.993463, -76.991367, -76.99091, -76.99275, -76.994889, -76.998497, -77.000567, -77.000571, 38.83096, 38.831989, 38.831987, 38.832706, 38.832349, 38.830909, 38.829204, 38.829205, 38.829205, 38.83096))"
204,009810,11001009810,1400000US11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",182,2750,99.9,5.3,6.7,54,14.1,4.4,13.9,5.1,38.5,0.47257402,0.33570874,0.66429126,36.45771871,34.31754513,0.47951057,0.47604229,HSEIPly_182,NA,{3B5D18A4-465F-45E6-A260-DA67CB0C84CF},NA,NA,NA,NA,0,0,11001009810,B19013_001,47630,15551,"list(c(-77.007677, -77.005885, -77.003858, -77.00203, -77.002307, -77.001381, -77.002187, -77.004543, -77.006002, -77.007336, -77.007642, -77.007675, -77.007677, 38.831398, 38.831206, 38.830987, 38.830958, 38.826853, 38.824523, 38.821965, 38.823114, 38.824091, 38.826063, 38.826978, 38.829199, 38.831398))"
205,009811,11001009811,1400000US11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",183,4437,99.1,7.3,8.1,51,13.9,0,15.2,6.1,41.1,0.50517876,0.22783991,0.77216009,46.2562216,34.40034013,0.55048737,0.52783306,HSEIPly_183,NA,{098FA9F0-2277-467B-8E31-12A55B7CD7CC},NA,NA,NA,NA,0,0,11001009811,B19013_001,34275,5094,"list(c(-77.00203, -77.000571, -77.000567, -76.998497, -76.994889, -76.9913437397798, -76.992697, -76.9928029355775, -76.9959473293181, -76.9979429348247, -76.9984584905661, -76.9991308531942, -76.999997, -77.001084509434, -77.0013174905661, -77.001397, -77.0014810762983, -77.0014918209193, -77.002187, -77.001381, -77.002307, -77.00203, 38.830958, 38.83096, 38.829205, 38.829205, 38.829204, 38.8291970867314, 38.828213, 38.8281215761454, 38.8254079212734, 38.8236856863842, 38.823240754717, 38.8226604965584, 
38.821913, 38.8216022830188, 38.8215357169811, 38.821513, 38.821446228991, 38.821437695918, 38.821965, 38.824523, 38.826853, 38.830958))"
206,010900,11001010900,1400000US11001010900,"Census Tract 109, District of Columbia, District of Columbia",202,3400,98.4,14.6,7.9,53,17.9,0,14.3,4.6,36.2,0.51510818,0.13027618,0.86972382,19.21791485,33.86672699,0.41926769,0.46718794,HSEIPly_202,NA,{8CCFED52-EF46-4041-BFCC-E85705143A25},NA,NA,NA,NA,0,0,11001010900,B19013_001,39298,11901,"list(c(-77.0389927854341, -77.0389430537894, -77.0389291722456, -77.0389040820382, -77.038898, -77.0388005812625, -77.0384026639499, -77.0379998085741, -77.0374469631707, -77.037356, -77.038098, -77.0387883445095, -77.027477, -77.017484, -77.01737, -77.012699, -77.012071, -77.011557, -77.011886, -77.008086, -77.006002, -77.004543, -77.002187, -77.0014918209193, -77.0033969811808, -77.0046785080769, -77.0061972661728, -77.0223447455908, -77.0244236516675, -77.0375797152565, -77.039006, -77.0389927854341, 
38.792766769814, 38.7969884338797, 38.7981668227097, 38.8002967025371, 38.800813, 38.8016579274941, 38.8051091247307, 38.8086031505388, 38.8133980626165, 38.814187, 38.815613, 38.8196169981551, 38.819979, 38.821664, 38.823592, 38.823032, 38.821873, 38.82282, 38.823582, 38.823631, 38.824091, 38.823114, 38.821965, 38.821437695918, 38.8199246717299, 38.8189069194544, 38.8177007648954, 38.8048768952031, 38.8032258870216, 38.792777714848, 38.791645, 38.792766769814))"
