OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
115,004902,11001004902,1400000US11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",84,3533,52,3.6,3.8,18,7.4,1.8,9.3,2.3,23.8,0.1825845,0.10091543,0.89908457,78.79897318,34.68631938,0.72822969,0.4554071,HSEIPly_84,NA,{DA83DFA7-E3D6-46A3-83AE-D3B55B214AC6},NA,NA,NA,NA,0,0,11001004902,B19013_001,159625,33507,"list(c(-77.027037, -77.027036, -77.027036, -77.02397, -77.021914, -77.021919, -77.021914, -77.021919, -77.023938, -77.02705, -77.027037, 38.905647, 38.90724, 38.908576, 38.908574, 38.908571, 38.90724, 38.905643, 38.902939, 38.902931, 38.903949, 38.905647))"
116,004802,11001004802,1400000US11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",82,3447,66.3,2.6,10.4,21,10.9,4.6,10.1,3.5,25.2,0.26348942,0.20286049,0.79713951,62.19589699,35.06387708,0.6909536,0.47722151,HSEIPly_82,NA,{1F9460DA-3CB3-4F91-A7DC-037693A65877},NA,NA,NA,NA,0,0,11001004802,B19013_001,118500,18322,"list(c(-77.021914, -77.021919, -77.021914, -77.019901, -77.018925, -77.015908, -77.015441, -77.014814, -77.01618, -77.018928, -77.019906, -77.021919, -77.021914, 38.905643, 38.90724, 38.908571, 38.908573, 38.908571, 38.908574, 38.907235, 38.905417, 38.904879, 38.903916, 38.903577, 38.902939, 38.905643))"
117,009602,11001009602,1400000US11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",173,4038,99.3,10.9,11.5,63,18.2,1.1,14.6,5.5,38.5,0.54219264,0.22485432,0.77514568,32.68318679,34.6443171,0.5343696,0.53828112,HSEIPly_173,NA,{CE93386F-B543-47C2-8D72-54F0650F70CB},NA,NA,NA,NA,0,0,11001009602,B19013_001,22813,9896,"list(c(-76.962218, -76.958273, -76.957969, -76.956238, -76.950975, -76.950135, -76.945338, -76.944791, -76.944712, -76.943666, -76.946011, -76.951015, -76.952149, -76.957489, -76.96029, -76.961984, -76.962218, 38.899497, 38.905428, 38.906154, 38.905555, 38.90817, 38.907733, 38.902391, 38.901664, 38.901739, 38.901392, 38.899505, 38.89552, 38.895707, 38.896576, 38.896987, 38.897135, 38.899497))"
118,010602,11001010602,1400000US11001010602,"Census Tract 106.02, District of Columbia, District of Columbia",198,5262,45.3,3.3,5,21,11.2,0.5,9.8,2.7,24.4,0.20011087,0.18652528,0.81347472,67.2761457,35.36396683,0.74852389,0.47431738,HSEIPly_198,NA,{4380D9CA-1CEE-4237-8793-98B4E798FA62},NA,NA,NA,NA,0,0,11001010602,B19013_001,150614,20542,"list(c(-77.004149, -77.003355, -77.002506, -76.998336, -76.993758, -76.993135, -76.993757, -76.994959, -76.994961, -76.998442, -77.003566, -77.003569, -77.004433, -77.004149, 38.903123, 38.905644, 38.908001, 38.90623, 38.904274, 38.904, 38.903574, 38.902798, 38.900203, 38.900204, 38.900207, 38.902515, 38.902515, 38.903123))"
119,008802,11001008802,1400000US11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",151,4496,78.4,5.9,13.3,31,10.4,4.5,11.6,5.5,32.1,0.37970748,0.19322323,0.80677677,57.86191802,35.38498681,0.71727665,0.54849206,HSEIPly_151,NA,{46A2638B-8370-4EE7-8988-37173F735868},NA,NA,NA,NA,0,0,11001008802,B19013_001,61165,12470,"list(c(-76.9904, -76.988831, -76.987167, -76.984393, -76.982276, -76.981711, -76.980922, -76.981778, -76.98301, -76.98341, -76.984058, -76.984388, -76.987411, -76.993135, -76.9904, 38.906386, 38.907777, 38.907063, 38.90588, 38.90498, 38.904319, 38.904009, 38.902706, 38.900717, 38.900181, 38.900218, 38.900295, 38.901567, 38.904, 38.906386))"
120,008903,11001008903,1400000US11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",154,3321,88.6,8.5,4.8,48,11.8,5.4,12.9,6.4,37.4,0.45473658,0.1742472,0.8257528,54.19537647,35.58322725,0.73349289,0.59411473,HSEIPly_154,NA,{9C8F1DA3-70AE-49E7-A194-79F605314F21},NA,NA,NA,NA,0,0,11001008903,B19013_001,68248,23629,"list(c(-76.98301, -76.981778, -76.980922, -76.979175, -76.978838, -76.976208, -76.975197, -76.970205, -76.972461, -76.976216, -76.977544, -76.978994, -76.982399, -76.98301, 38.900717, 38.902706, 38.904009, 38.906736, 38.907271, 38.906282, 38.905993, 38.905621, 38.904587, 38.903068, 38.902519, 38.901927, 38.900522, 38.900717))"
121,004704,11001004704,1400000US11001004704,"Census Tract 47.04, District of Columbia, District of Columbia",80,1852,99.9,0,11.8,37,16.2,6.4,11.2,4.8,27.9,0.37270123,0.05365893,0.94634107,66.51906866,35.14927874,0.75419606,0.56344864,HSEIPly_80,NA,{2FF7DCE9-4F44-4488-8817-27A99E1EEBE8},NA,NA,NA,NA,0,0,11001004704,B19013_001,30174,13946,"list(c(-77.014814, -77.01365, -77.01216, -77.009301, -77.009002, -77.009063, -77.009069, -77.009066, -77.009064, -77.012171, -77.013722, -77.014814, 38.905417, 38.905813, 38.906269, 38.907235, 38.907274, 38.905647, 38.904684, 38.90373, 38.902515, 38.902516, 38.902514, 38.905417))"
122,005501,11001005501,1400000US11001005501,"Census Tract 55.01, District of Columbia, District of Columbia",92,1700,23.6,0,9.8,20,12.6,5.7,8.8,2.9,19.8,0.15799811,0.09698227,0.90301774,67.55272,34.8704828,0.71308605,0.43554208,HSEIPly_92,NA,{36898567-A828-49E9-B64A-4305AFDCE3AC},NA,NA,NA,NA,0,0,11001005501,B19013_001,113922,20441,"list(c(-77.051408, -77.051407, -77.050101, -77.048806, -77.047361, -77.046639, -77.045684, -77.047479, -77.049603, -77.04946, -77.049566, -77.05012, -77.050785, -77.051416, -77.051408, 38.905261, 38.907243, 38.907246, 38.907238, 38.907243, 38.907245, 38.907242, 38.905309, 38.902884, 38.902458, 38.902175, 38.901987, 38.902463, 38.902977, 38.905261))"
123,010100,11001010100,1400000US11001010100,"Census Tract 101, District of Columbia, District of Columbia",191,2773,41,0,12.5,15,11.4,2.9,8.2,3,19.7,0.16243059,0.15631051,0.84368949,85.11780385,34.85065178,0.75530384,0.45886722,HSEIPly_191,NA,{1EE50F5B-C377-4F6E-81E4-F1CA48BE6364},NA,NA,NA,NA,0,0,11001010100,B19013_001,120483,32955,"list(c(-77.036546, -77.036542, -77.036534, -77.03653, -77.036185, -77.034568, -77.03237, -77.032125, -77.031535, -77.029623, -77.02705, -77.023938, -77.023989, -77.027031, -77.029634, -77.033642, -77.035117, -77.035129, -77.036554, -77.036546, 38.901344, 38.902525, 38.905654, 38.907021, 38.907132, 38.906558, 38.905794, 38.905305, 38.905507, 38.904835, 38.903949, 38.902931, 38.902089, 38.901103, 38.900216, 38.898782, 38.898761, 38.900202, 38.900201, 38.901344))"
124,010603,11001010603,1400000US11001010603,"Census Tract 106.03, District of Columbia, District of Columbia",199,1864,25.8,0.1,4.6,8,2.9,0,9.8,2.7,24.4,0.11255324,0.0229431,0.9770569,67.2761457,35.56372691,0.81448244,0.46351784,HSEIPly_199,NA,{CAE4FDB8-F8E6-44F4-8D56-29B0929CA997},NA,NA,NA,NA,0,0,11001010603,B19013_001,117945,16694,"list(c(-77.009069, -77.009063, -77.005885, -77.003355, -77.004149, -77.004433, -77.003569, -77.003566, -77.003505, -77.003509, -77.004773, -77.005586, -77.005935, -77.006536, -77.006918, -77.007309, -77.00765, -77.008111, -77.009066, -77.009064, -77.009066, -77.009069, 38.904684, 38.905647, 38.905641, 38.905644, 38.903123, 38.902515, 38.902515, 38.900207, 38.898913, 38.897337, 38.89734, 38.896047, 38.896035, 38.895962, 38.896027, 38.896253, 38.896832, 38.897156, 38.897555, 38.902515, 38.90373, 38.904684
))"
125,004703,11001004703,1400000US11001004703,"Census Tract 47.03, District of Columbia, District of Columbia",79,2947,58.9,0.5,6.8,40,12.6,17.9,11.2,4.8,27.9,0.33667034,0.04290827,0.95709173,66.51906866,35.21489342,0.76484186,0.5507561,HSEIPly_79,NA,{7D976B6D-C7BA-40CC-AEDE-F866DA42B913},NA,NA,NA,NA,0,0,11001004703,B19013_001,89310,30050,"list(c(-77.021919, -77.019906, -77.018928, -77.01618, -77.014814, -77.013722, -77.016176, -77.017648, -77.019907, -77.021918, -77.021919, 38.902939, 38.903577, 38.903916, 38.904879, 38.905417, 38.902514, 38.902519, 38.90252, 38.902521, 38.902521, 38.902939))"
126,008904,11001008904,1400000US11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",155,4541,92.2,7.9,6.2,52,13.3,2.4,13.2,6.1,37.2,0.46012549,0.09482076,0.90517924,54.05145129,35.35347392,0.72574055,0.59293302,HSEIPly_155,NA,{417BD6EE-66D1-40D9-9BAA-D210BEFD2E59},NA,NA,NA,NA,0,0,11001008904,B19013_001,47694,8992,"list(c(-76.98341, -76.98301, -76.982399, -76.978994, -76.977544, -76.976216, -76.972461, -76.97189, -76.970233, -76.970385, -76.974173, -76.976239, -76.979273, -76.983256, -76.98341, 38.900181, 38.900717, 38.900522, 38.901927, 38.902519, 38.903068, 38.904587, 38.903721, 38.903445, 38.897925, 38.898587, 38.898949, 38.899477, 38.900181, 38.900181))"
127,005601,11001005601,1400000US11001005601,"Census Tract 56.01, District of Columbia, District of Columbia",95,2388,37.3,0.6,13.2,38,7.8,1.3,10,4.1,19.4,0.2041198,0.37107054,0.62892946,58.28985676,34.43314551,0.55868746,0.38140363,HSEIPly_95,NA,{A8C116A4-91BC-40F3-982D-4A7DE9D97E87},NA,NA,NA,NA,0,0,11001005601,B19013_001,67840,4603,"list(c(-77.057559, -77.055953, -77.051416, -77.050785, -77.05012, -77.050128, -77.050131, -77.053308, -77.053307, -77.054673, -77.054741, -77.057668, -77.057559, 38.902752, 38.904549, 38.902977, 38.902463, 38.901987, 38.900699, 38.899574, 38.899665, 38.900697, 38.900722, 38.902484, 38.902543, 38.902752))"
128,007807,11001007807,1400000US11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",136,2336,99.4,1.7,13,39,19.5,0,13.1,5.9,36.8,0.44659019,0.37696329,0.62303672,44.73486617,34.84526545,0.56057249,0.50358134,HSEIPly_136,NA,{3260FE77-4B52-46EB-96B7-A080C42CFDDB},NA,NA,NA,NA,0,0,11001007807,B19013_001,49514,17461,"list(c(-76.925671, -76.925144, -76.9235292681466, -76.9234510631941, -76.9199019174646, -76.9141071245293, -76.9134133749321, -76.913657, -76.917779, -76.920513, -76.921892, -76.925133, -76.92628, -76.925671, 38.898348, 38.899747, 38.9040854275996, 38.9040230516873, 38.9011922692932, 38.8965703689632, 38.8960170374589, 38.895812, 38.895813, 38.895806, 38.895805, 38.895897, 38.89661, 38.898348))"
129,007809,11001007809,1400000US11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",138,3112,100,8.9,9,34,13,4.6,13.2,6.1,37.4,0.47077678,0.41790762,0.58209238,42.09405163,34.9717587,0.55629221,0.51353449,HSEIPly_138,NA,{5B762F5C-7EB8-4CB8-AF00-6D9B3F5C3A33},NA,NA,NA,NA,0,0,11001007809,B19013_001,52592,21751,"list(c(-76.941291, -76.938242, -76.931669, -76.93021, -76.9235292681466, -76.925144, -76.930213, -76.931667, -76.933756, -76.933751, -76.935577, -76.936323, -76.937356, -76.939189, -76.942609, -76.941291, 38.902911, 38.902736, 38.903045, 38.903446, 38.9040854275996, 38.899747, 38.900017, 38.899755, 38.899725, 38.898974, 38.899291, 38.899467, 38.899808, 38.90056, 38.901927, 38.902911))"
130,008410,11001008410,1400000US11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",148,1737,40,9.8,5.6,6,7,0,9.6,3,25.2,0.20318568,0.24215318,0.75784682,58.51445827,35.45070528,0.71485601,0.45902084,HSEIPly_148,NA,{CF3A3CFC-E0B2-42A9-8523-A5745B77C156},NA,NA,NA,NA,0,0,11001008410,B19013_001,187031,26850,"list(c(-76.994959, -76.993757, -76.993135, -76.987411, -76.984388, -76.984058, -76.984865, -76.991526, -76.993757, -76.994961, -76.994959, 38.902798, 38.903574, 38.904, 38.901567, 38.900295, 38.900218, 38.900196, 38.9002, 38.900202, 38.900203, 38.902798))"
131,005802,11001005802,1400000US11001005802,"Census Tract 58.02, District of Columbia, District of Columbia",98,1799,35.7,0,9.2,11,8.2,3,8.5,3.4,20.6,0.14336495,0.03901833,0.96098167,88.54615273,35.32351064,0.8539063,0.49863562,HSEIPly_98,NA,{8EA7A3B2-E2C4-4273-BD48-02087D803203},NA,NA,NA,NA,0,0,11001005802,B19013_001,162500,29324,"list(c(-77.033645, -77.033642, -77.029634, -77.027031, -77.023989, -77.023938, -77.021919, -77.021918, -77.021915, -77.021916, -77.021917, -77.021919, -77.023975, -77.026002, -77.029633, -77.02964, -77.031962, -77.031955, -77.033645, -77.033645, 38.897345, 38.898782, 38.900216, 38.901103, 38.902089, 38.902931, 38.902939, 38.902521, 38.902101, 38.897276, 38.896132, 38.893295, 38.893877, 38.894444, 38.895447, 38.896126, 38.896105, 38.895499, 38.895479, 38.897345))"
132,005602,11001005602,1400000US11001005602,"Census Tract 56.02, District of Columbia, District of Columbia",96,4178,39.2,0.6,17.9,25,10.7,1.5,10,4.1,19.4,0.2146868,0.20941553,0.79058447,58.28985676,34.56202684,0.61562942,0.41515811,HSEIPly_96,NA,{644472D0-AC54-4A7F-B6AF-7A6D736D41F9},NA,NA,NA,NA,0,0,11001005602,B19013_001,108327,8115,"list(c(-77.057894, -77.057668, -77.054741, -77.054673, -77.053307, -77.053308, -77.050131, -77.050135, -77.050136, -77.050117, -77.052624, -77.052842, -77.053138, -77.053383, -77.056013, -77.056653, -77.056735, -77.057431, -77.058561, -77.057894, 38.902278, 38.902543, 38.902484, 38.900722, 38.900697, 38.899665, 38.899574, 38.898327, 38.897358, 38.896024, 38.896118, 38.897241, 38.898683, 38.897512, 38.897608, 38.897669, 38.898647, 38.899666, 38.901472, 38.902278))"
133,004702,11001004702,1400000US11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",78,3727,40.9,3.7,9.1,12,8.7,0.7,9.3,3.8,23.2,0.18956493,0.13052894,0.86947106,77.46923925,35.46348751,0.80955636,0.49956065,HSEIPly_78,NA,{9021DF59-2574-4021-916F-3A7F696EA17E},NA,NA,NA,NA,0,0,11001004702,B19013_001,136979,27403,"list(c(-77.021918, -77.019907, -77.017648, -77.016176, -77.013722, -77.012171, -77.009064, -77.009066, -77.009064, -77.012349, -77.01366, -77.014076, -77.01524, -77.0162, -77.018927, -77.019918, -77.021915, -77.021918, 38.902521, 38.902521, 38.90252, 38.902519, 38.902514, 38.902516, 38.902515, 38.897555, 38.897469, 38.898824, 38.899231, 38.899382, 38.899764, 38.900154, 38.901124, 38.901469, 38.902101, 38.902521))"
134,010800,11001010800,1400000US11001010800,"Census Tract 108, District of Columbia, District of Columbia",201,6351,37.1,0.1,0.8,52,4.9,3,13.1,1.3,18.1,0.18397259999999999,0.16905495,0.83094505,75.19322507,35.24266104,0.76537645,0.47467452,HSEIPly_201,NA,{81696109-2BCF-44F2-8930-5C8A53E2E210},NA,NA,NA,NA,0,0,11001010800,B19013_001,32466,26379,"list(c(-77.050135, -77.050131, -77.050128, -77.05012, -77.049566, -77.048831, -77.046653, -77.0449, -77.043462, -77.03946, -77.039473, -77.039464, -77.039481, -77.040676, -77.043474, -77.04521, -77.046682, -77.048023, -77.050117, -77.050136, -77.050135, 38.898327, 38.899574, 38.900699, 38.901987, 38.902175, 38.902088, 38.901318, 38.900705, 38.900202, 38.898813, 38.897356, 38.895397, 38.8921, 38.8921, 38.893514, 38.894527, 38.895316, 38.896017, 38.896024, 38.897358, 38.898327))"
135,005801,11001005801,1400000US11001005801,"Census Tract 58.01, District of Columbia, District of Columbia",97,1992,46,4.7,12.9,31,16.2,11.1,8.5,3.4,20.6,0.2661478,0.22862678,0.77137322,88.54615273,35.13428355,0.78254162,0.52434471,HSEIPly_97,NA,{C4C7ECFA-7CBE-41CD-8C16-6A91128D994E},NA,NA,NA,NA,0,0,11001005801,B19013_001,114452,21631,"list(c(-77.021917, -77.021916, -77.021915, -77.019918, -77.018927, -77.018931, -77.018926, -77.018934, -77.019901, -77.019899, -77.021919, -77.021917, 38.896132, 38.897276, 38.902101, 38.901469, 38.901124, 38.899809, 38.896128, 38.894802, 38.894411, 38.892759, 38.893295, 38.896132))"
136,007803,11001007803,1400000US11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",133,4293,96.9,9.6,19.8,57,24.6,0,12.9,6.7,37.1,0.55108749,0.41943134,0.58056866,37.8480303,34.6221454,0.49940529,0.52524639,HSEIPly_133,NA,{72F37F6E-FA17-406D-86D9-17EE0D40B664},NA,NA,NA,NA,0,0,11001007803,B19013_001,31846,11821,"list(c(-76.951015, -76.946011, -76.943666, -76.94286, -76.942609, -76.939189, -76.93919, -76.936601, -76.934872, -76.934875, -76.934875, -76.937594, -76.938042, -76.939206, -76.93934, -76.942611, -76.945589, -76.946639, -76.94916, -76.951015, 38.89552, 38.899505, 38.901392, 38.902045, 38.901927, 38.90056, 38.89837, 38.898319, 38.895003, 38.89427, 38.889824, 38.889881, 38.890599, 38.891527, 38.891596, 38.892939, 38.893656, 38.894022, 38.895133, 38.89552))"
137,005900,11001005900,1400000US11001005900,"Census Tract 59, District of Columbia, District of Columbia",99,2437,41.4,0.7,6.6,34,10.5,1,10.1,2.5,22.5,0.19228655,0.02488741,0.97511259,74.81980092,35.43068661,0.8236749,0.50798072,HSEIPly_99,NA,{5F6CAB86-184E-4F99-8D60-CFCBD53905A5},NA,NA,NA,NA,0,0,11001005900,B19013_001,111347,19453,"list(c(-77.019901, -77.018934, -77.018926, -77.018931, -77.018927, -77.0162, -77.01524, -77.014076, -77.01366, -77.012349, -77.009064, -77.00906, -77.009498, -77.010943, -77.010661, -77.013179, -77.014022, -77.015232, -77.016388, -77.019899, -77.019901, 38.894411, 38.894802, 38.896128, 38.899809, 38.901124, 38.900154, 38.899764, 38.899382, 38.899231, 38.898824, 38.897469, 38.895103, 38.894789, 38.894788, 38.893948, 38.89209, 38.892082, 38.892086, 38.891783, 38.892759, 38.894411))"
138,007804,11001007804,1400000US11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",134,4352,98.2,8.5,11.8,57,13.3,3,13.3,6.6,35.8,0.4949219,0.32177326,0.67822675,40.21923238,34.87876827,0.56337383,0.52914786,HSEIPly_134,NA,{F6974F9C-C595-49D2-BA96-6DE59D4AF2CE},NA,NA,NA,NA,0,0,11001007804,B19013_001,55910,12806,"list(c(-76.939189, -76.937356, -76.936323, -76.935577, -76.933751, -76.933756, -76.931667, -76.930213, -76.925144, -76.925671, -76.92628, -76.926746, -76.927957, -76.927966, -76.930054, -76.932047, -76.932772, -76.934875, -76.934875, -76.934872, -76.936601, -76.93919, -76.939189, 38.90056, 38.899808, 38.899467, 38.899291, 38.898974, 38.899725, 38.899755, 38.900017, 38.899747, 38.898348, 38.89661, 38.895303, 38.891884, 38.889812, 38.88982, 38.889806, 38.889815, 38.889824, 38.89427, 38.895003, 38.898319, 
38.89837, 38.90056))"
139,008402,11001008402,1400000US11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",147,2375,40.5,6.4,11,16,8.8,0,9.6,3.7,23.8,0.21763842,0.19424664,0.80575336,59.98416669,35.16764266,0.69810742,0.45787292,HSEIPly_147,NA,{46A4A6DB-3387-48B7-B9FC-7665C05A8E41},NA,NA,NA,NA,0,0,11001008402,B19013_001,94924,19346,"list(c(-76.994965, -76.994961, -76.994961, -76.993757, -76.991526, -76.984865, -76.984058, -76.98341, -76.983256, -76.983596, -76.99025, -76.991525, -76.994962, -76.994965, 38.897333, 38.898908, 38.900203, 38.900202, 38.9002, 38.900196, 38.900218, 38.900181, 38.900181, 38.90001, 38.897307, 38.896786, 38.895378, 38.897333))"
141,008301,11001008301,1400000US11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",145,2746,24.8,6.5,11.5,7,3.5,0,8.7,2.2,20,0.1325558,0.15768678,0.84231322,62.5482023,35.46998476,0.7525655,0.44256065,HSEIPly_145,NA,{26F36D2A-ADC6-4ED2-A691-909C2EFE4083},NA,NA,NA,NA,0,0,11001008301,B19013_001,160970,43413,"list(c(-77.003566, -76.998442, -76.998448, -76.998448, -76.998454, -76.998454, -76.99845, -77.000573, -77.000577, -77.002036, -77.00351, -77.003509, -77.003505, -77.003566, 38.900207, 38.900204, 38.898911, 38.897332, 38.894046, 38.893965, 38.893082, 38.893088, 38.894073, 38.894606, 38.895207, 38.897337, 38.898913, 38.900207))"
142,008302,11001008302,1400000US11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",146,2831,28.5,6.7,8.8,3,6,0,8.9,2.8,20.7,0.14546143,0.14289787,0.85710213,61.98066178,35.35718287,0.74086115,0.44316129,HSEIPly_146,NA,{4B490716-A0F5-46E2-840B-9C93FBF89957},NA,NA,NA,NA,0,0,11001008302,B19013_001,158878,33886,"list(c(-76.998454, -76.998448, -76.998448, -76.998442, -76.994961, -76.994961, -76.994965, -76.994962, -76.994962, -76.994961, -76.994961, -76.99845, -76.998454, -76.998454, 38.894046, 38.897332, 38.898911, 38.900204, 38.900203, 38.898908, 38.897333, 38.895378, 38.894783, 38.892017, 38.891723, 38.893082, 38.893965, 38.894046))"
143,007901,11001007901,1400000US11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",139,5030,81.2,8.3,16.5,36,11.5,0,12.4,4.8,33.7,0.4109368,0.10597713,0.89402287,62.25323393,35.13379452,0.72439477,0.56766578,HSEIPly_139,NA,{3EE7A86A-7370-4817-AB2F-7B6585134469},NA,NA,NA,NA,0,0,11001007901,B19013_001,83279,6607,"list(c(-76.983648, -76.983644, -76.983647, -76.983596, -76.983256, -76.979273, -76.976239, -76.976491, -76.977257, -76.977259, -76.980764, -76.983052, -76.983648, -76.983648, 38.894783, 38.896667, 38.897326, 38.90001, 38.900181, 38.899477, 38.898949, 38.898818, 38.896116, 38.893301, 38.893337, 38.893327, 38.893504, 38.894783))"
144,008001,11001008001,1400000US11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",141,3226,33.6,11.3,7.7,5,9.5,0,9.4,2.9,23.8,0.2079451,0.19798924,0.80201076,60.08703824,35.10739321,0.69025378,0.44909944,HSEIPly_141,NA,{E7C7B5D2-4ECD-45C3-AB27-6849E110B429},NA,NA,NA,NA,0,0,11001008001,B19013_001,167067,19457,"list(c(-76.99025, -76.983596, -76.983647, -76.983644, -76.983648, -76.983648, -76.98422, -76.990241, -76.990244, -76.99025, 38.897307, 38.90001, 38.897326, 38.896667, 38.894783, 38.893504, 38.893573, 38.893574, 38.894784, 38.897307))"
145,007903,11001007903,1400000US11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",140,2031,77.8,8.2,9.8,17,13,0,11.1,5,31.3,0.34665035,0.17184066,0.82815934,56.36788867,35.68654247,0.75393042,0.55029038,HSEIPly_140,NA,{6F3EBB78-6403-4073-A388-CE6817D10BA4},NA,NA,NA,NA,0,0,11001007903,B19013_001,98654,19734,"list(c(-76.977257, -76.976491, -76.976239, -76.974173, -76.970385, -76.969464, -76.970968, -76.974766, -76.975152, -76.977259, -76.977257, 38.896116, 38.898818, 38.898949, 38.898587, 38.897925, 38.897769, 38.895997, 38.894404, 38.893295, 38.893301, 38.896116))"
146,006804,11001006804,1400000US11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",106,2999,90.4,1.1,5.3,49,26.4,0,11.9,4.5,38.8,0.42384808,0.20565086,0.79434914,31.93043289,34.67374095,0.54026765,0.48205786,HSEIPly_106,NA,{4E5889F5-FAC9-4801-AF89-E20A009D9BCF},NA,NA,NA,NA,0,0,11001006804,B19013_001,NA,NA,"list(c(-76.980872, -76.98076, -76.977261, -76.977263, -76.97726, -76.977257, -76.974012, -76.975152, -76.974766, -76.970968, -76.969464, -76.961984, -76.9618, -76.963367, -76.966789, -76.97072, -76.971757, -76.973299, -76.978031, -76.980473, -76.981576, -76.980872, 38.879236, 38.882259, 38.883676, 38.884102, 38.884556, 38.889798, 38.890276, 38.893295, 38.894404, 38.895997, 38.897769, 38.897135, 38.896123, 38.889867, 38.885235, 38.881435, 38.880216, 38.87839, 38.876881, 38.878375, 38.878837, 38.879236
))"
147,008100,11001008100,1400000US11001008100,"Census Tract 81, District of Columbia, District of Columbia",143,3438,21.7,8.9,8.2,4,4,0,8.7,2.5,20.2,0.13446019,0.27520904,0.72479096,61.13058886,34.93583024,0.65338082,0.39392051,HSEIPly_143,NA,{32878775-AC59-481C-8433-C621286A371B},NA,NA,NA,NA,0,0,11001008100,B19013_001,145907,35777,"list(c(-76.994966, -76.994961, -76.994961, -76.994962, -76.994962, -76.991525, -76.99025, -76.990244, -76.990241, -76.990246, -76.99024, -76.991531, -76.991533, -76.993757, -76.994962, -76.994966, 38.890271, 38.891723, 38.892017, 38.894783, 38.895378, 38.896786, 38.897307, 38.894784, 38.893574, 38.892012, 38.890375, 38.890366, 38.889805, 38.889804, 38.889806, 38.890271))"
148,009604,11001009604,1400000US11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",175,2496,97.2,12,15.2,24,11.1,2.4,12.1,6.5,33.9,0.45413596,0.2339435,0.7660565,37.66662883,34.81071147,0.56901634,0.51157615,HSEIPly_175,NA,{E24C58D8-6369-4627-9285-72808E9EF7E6},NA,NA,NA,NA,0,0,11001009604,B19013_001,72872,13143,"list(c(-76.9618, -76.961984, -76.96029, -76.957489, -76.952149, -76.951015, -76.954179, -76.956718, -76.95859, -76.963367, -76.9618, 38.896123, 38.897135, 38.896987, 38.896576, 38.895707, 38.89552, 38.892404, 38.889831, 38.889823, 38.889867, 38.896123))"
149,007808,11001007808,1400000US11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",137,4322,99.6,4.3,12.6,45,20.7,0,13.9,7.3,38,0.49892351,0.33266627,0.66733373,36.17702257,34.69853872,0.5251456,0.51203456,HSEIPly_137,NA,{FD9C32A8-56C7-4801-9D29-022441DCD477},NA,NA,NA,NA,0,0,11001007808,B19013_001,47159,24640,"list(c(-76.927957, -76.926746, -76.92628, -76.925133, -76.921892, -76.920513, -76.917779, -76.913657, -76.9134133749321, -76.9128689511192, -76.9112874946559, -76.9109558022081, -76.9105288415883, -76.909395, -76.9105182155239, -76.910795, -76.9127638557406, -76.9132625757576, -76.9133033917624, -76.91417, -76.917785, -76.920707, -76.922909, -76.926055, -76.927966, -76.927957, 38.891884, 38.895303, 38.89661, 38.895897, 38.895805, 38.895806, 38.895813, 38.895812, 38.8960170374589, 38.8955828075168, 
38.894321445078, 38.8940568886994, 38.8937163468627, 38.892812, 38.8919294735169, 38.891712, 38.8901832414249, 38.889796, 38.8897643075727, 38.889789, 38.8898, 38.889817, 38.889802, 38.889814, 38.889812, 38.891884))"
